content,topic
Day20,
Vlog041我的这一路不是经验分享是自己的心得分享是私人定制的通关游戏个中滋味只有自己知道这一路遇到很多好老师感谢@宇哥宇哥感谢@政治徐涛涛涛今后也会继续敬畏知识热爱学习的希望大家一个月后都能收到好消息[米奇比心]LJoy2yo的微博视频,
,
,
2019暴富的机会来啦!转发关注我！送100万现金！只要转发关注我，抽100人！抽100人平分100万！超高机会！抽100人平分100万！超大概率！马上转起来，百万锦鲤可能就是你！祝大家新年快乐，2.19开@微博抽奖平台,
我我我!不知道啥结果的我需要做点风险对冲!,
"英美名篇精读课上了女神的课以后，慢慢觉得，自己以前是多么的幼稚，各种恐惧，导致失去了最好的走向自己爱好的路的机会。即将面对的我，一定要遵从本心，父母的建议就像是：Normality.Butnormalityisapavedroad:it’scomfortabletowalk,butnoflowersgrowonit.所以我要做一个遵从本心的勇敢的人，要做一个独立的女性，一个理智的向上的有能力的女性。而我的另一半，我一直很清楚我想要的类型，温柔，聪慧，善良的男人。我们要一起成长，创造未来的生活。",
45个《》，我已经在坚持了67天。,
33个《》，我已经在坚持了216天。,
以前看到研究生跳楼什么的心痛的同时想不通为什么那么多可以选择的却偏偏选择了这条死路，现在自己亲身经历后发现，也许只有死才能永久解决，因为你发现你毕不了业不是因为你能力不行，你发现做了那么多吃了那么多苦熬了那么久却还是毕不了业，你发现你的垃圾导师每天都在摧残着你，从身体到心灵！,
你觉得不甘心，你从辛苦备考到考上，你发现你天真的以为咬咬牙就过去了的自我安慰中熬过了3年后，你居然可能毕不了业，而最可怕的是，在这几年垃圾导师的压榨中默默咬牙坚持下来的你，在它每天对着你指手画脚乱骂一通的你，心态崩坏，怀疑自己，觉得自己好像就算果断放弃也过不好这一生了,
36个《》，我已经在坚持了40天。,
教育#2019##复试#厦门大学公布2019复试分数线时间，3月5日，也就是说34所复试线基本都会在3月初进行公布，国家线预计还是在三月中旬，你开始复试准备了吗？,"2019,复试"
@镜颜颜要惹,
51个《》，我已经在坚持了59天。,
discriminate歧视comeon,
66个《》，我已经在坚持了54天。,
41个《》，我已经在坚持了117天。,
#要不要回家过年#还有13天回家别让我，别让我考公务员别问我有没有对象了，没有别问我工作工资回家过年，好烦只想和家人坐一块唠唠嗑亲戚好烦,要不要回家过年
studyaccount从明天开始小黎就要正式开始寒假打卡了哦霍霍三笔虽然裸考过了但是我考试的时候知道自己几斤几两二笔不会这么好运的所以要努力寒假最重要的还是把驾照考了所以我白天都在练车只有晚上能学习欢迎姐妹们来加我forest的账号一起种树学习呀249092391@qq.com下学期还要把bec给考了3月份的证从（对我上次挂了）二笔三口雅思准备哇应该会很充实,
时间看不见摸不着，它流逝着，又总是以惊人的方式展现着它的神奇。三年以前准备着，三年后又准备着工作，就像一道一道的题，解着解着就歇息一会儿，再接着解。或许人的状态就是这样，不管物质或是条件或是眼界发生了哪些变化，感受始终属于自己。#2019新年快乐#查看图片,2019新年快乐
day20#墨墨背#81+80雅思新东方公益课2020生理血液部分说实在的，回老家真的十一点都学不下去，今天学的那些生理的也不知道记住了多少，自己觉得反正大部分没往心里去有点担心过年怎么办，哎，看看能不能早起多学点补上吧,墨墨背
距离开学Day31🔴英语：外刊一段精读基础词2+必备词2长难句41-43唐迟阅读基础1/9〖未整理〗🔴生理：刘忠宝绪论1〖未整理〗今天是非常非常不好的一天，家里的气氛特别差，连看个书都总是被打断，看书看着看着偷偷哭了，不是不羡慕别的家庭，我想还是不能好了伤疤忘了疼，一定一定要考上，然后可以不回来就不要回来了，本来上大学了想着好多东西是没有我想的那么糟糕，其实不是，本质的东西还是变不了，不想说太多，总之就是要努力学习。明天要外出办事，心里是抗拒的但还是不得不去做，放假回家以来每天都有事发生，早点结束让我踏踏实实地好好看书吧🙏，不要折腾了。家里真的好冷啊。依旧是看看战战这个净土#战战的上进女孩#,战战的上进女孩
70个《》，我已经在坚持了109天。,
英文王子历年英语真题高频词汇汇总，扩充量必备~,
【日常】1.18各位小仙女大家好，最近莫名觉得有些低落，这里大四医学定向生，高中过来的好朋友都了或者国考，感觉他们前途都很光明，都是不错的政府事业单位，但是我因为专业限定在校期间不能，还签了“卖身契”，毕业规培三年后还要在基层社区或乡镇服务三年，实名的“乡村医生”了，感觉落差感真的很大了，挺羡慕他们的，对自己的未来觉得已经被定义了有点丧，而且他们马上要工作赚钱了，而我还在学习，然后还要实习、规培3年，真的一时间不知道该怎么自我调解了。顺便劝一下大家，如果不是特别喜欢还是别学医了，学医也千万别报定向专业。医学生是真的苦，付出很大，但是感觉没有得到相应的回报吧。作为一个俗人，真的还是蛮想要有个好钱途的（最后感谢观看，祝大家都有好钱途！）,
生日限定，愿望是成功，变美变瘦，开开心心,
67个《》，我已经在坚持了37天。,
33个《》，我已经在坚持了11天。,
45个《》，我已经在坚持了61天。,
🍉看到一篇介绍调剂很详细的文章分享一下，当然还是希望大家都用不到这条！顺利复试！🍉小木虫的调剂信息很多，大家可以多关注，目前基本都是理工方面和科研院所的信息。🍉另外，其实有不少人问过我二战的事情，我还是觉得，先等成绩出来，再考虑二战或者工作。但是复试和调剂还是要提前准备，考完大家对自己应该都有一个大致判断了，到底怎么做还是要自己决定。放松休息没关系，但是你给自己设立一个最后的底线，你觉得什么时候要开始进入学习进入准备状态了，你就开始。你觉得那个底线是成绩出来那你就等成绩出来再准备，在那之前你就去看你喜欢的书，学你想学的东西。你放松但是你快乐，那就没问题。但是你放松了你不快乐，就可以考虑给自己找点事情做了。🍉最近实习还蛮累的，干不完的活，也没什么时间学习，感叹一下在职的考生真的太不容易了。复试有一本参考书就是我的初试专业课的书，这两天翻了翻感觉什么都记不得了。就像文章里说的，跨专业考生一定要对专业课内容多了解，这样一想压力也蛮大的，希望能尽快找回学习状态，不能再这么咸鱼了:-(🍉不知道大家都放寒假了没，希望你们天天开心晚安啦,
1.19号刷回放琢哥的第二次阅读课，声音好听。琢哥你已经成为我的男神了还有琢哥的心灵鸡汤，干了这杯。还有小可爱我及时写完了作业哦⊙∀⊙！@考虫萌酱@王琢Leo,
#2020##北师大740教育学#D337，打卡第9天完成✅今日💯中教史前章网课及笔记补充✍🏻中教史3.3～3.4📒深刻反思早起后的无端拖延今天的完成额贴出来简直丢脸😒但不论怎样一定要真实studyaccount,"2020,北师大740教育学"
今天来参加集团年会仿佛看到了我刚进公司参加集团培训的日子，这半年我很快乐很难过，我充满希望放肆大哭，很多人也说过我很坚强，说我内心强大懂得坚持，跟客户一个半月，平均两天打一次电话，直到一直挂我电话为止，明明知道没有结果却没有退路。跑分销递名片，我变成个乙方，朋友说我态度都可以当销冠，我也知道置业顾问的格调应该摆平，可是你要脸，好的，客户他给别人。不记得这半年我崩溃大哭过多少次，告诉我正在考公务员的朋友让他们好好学习，我也提过辞职的，但是没有决心，不甘心还是占了上风，我成长了但我还没有长大，我依然忐忑不安不敢确定我的未来是否一片光明但在今天，我依然觉得，我18年最值得我骄傲的就是我成为了融创的一份子，未来的很多年，很多年，我依然想跟你在一起,
80个《》，我已经在坚持了656天。,
别问我了不想回你烦死了回到家每个人一开口都是我寻思你们都对这么有兴趣咋自己不去考嘞,
求稳、求稳、求稳！！！重要的事情说三遍！翻译硕士我回答了@krystal番茄的问题，大家快来花1元围观~O微博问答,
多数人结束后都会保持去学习这个习惯一方面是去准备复试另一方面是真的想让自己变得更好。受我一位曾经的朋友影响大学期间我看了100本左右的课外书（几乎都是在大二下学期开始的）这个数量不多但却正式培养了我读书的习惯。让我认识到学英语有多么重要，关注了一些SA博主让我对自己的自律性重新审视，未来几个月做好每天的记录，回家后认真准备复试，复试结束后学雅思成为了短的目标，能成为HIT的一份子自然是皆大欢喜，如果不能也没什么好遗憾的，有些路或许会晚一点，但求无悔。,
分享单曲KWhatIfILovedYou(@网易云音乐)今晚讲了很多话.关于我关于你关于专业关于.知道你的闪光点知道你的不足而且愿意讲出所有需要进步的地方总结了一学期的事情.庆幸现在的我能拥有这么好这么好的人每次这样讲话的时候就觉得学校大到走不完.明天要去温县啦.(这首歌是今天收拾宿舍时候的单曲循环）,
52个《》，我已经在坚持了27天。,
何凯文五件套##,
再分享一下，我写的2000到06年的阅读句子，逐句翻译。加油吧。我把有效期改为长期有效课。链接：密码：hngP，唐静阅读逐句译,
//@唐静XDF:我觉得2020的，有人需要这个，转给他们吧。,
有道考神#胖鱼成长记#goodgoodstudy，daydayup@有道考神,胖鱼成长记
###Everyday日精进##100天10个小目标#Day13到家啦！兜兜转转的一天，下午淋了雨，头又开始痛了晚上去吃了火锅，和妈妈逼逼叨叨了一年，每次都说:我们俩吃有啥意思啊？今天约上舅舅舅妈弟弟妹妹终于圆满了晚上和一位小姐姐在聊天，说起了关于的事情，不管如何选择，过程怎样，结果好不好我们都是在朝着更好的方向前进，而不是待在现在的舒适圈里面，去过那个一眼可以望穿所有的日子。不是为了而。找到自己究竟想要什么，更重要。晚安。,",Everyday日精进,100天10个小目标"
@政治徐涛公信力堪忧。,
#2020#今天数学学得还是很开心的，开启了加速模式。专业课的复习材料也到了，真是突如其来。不过最好玩的应该是徐涛老师的政治课了吧，说到欧美艺术文化和我们的差距，竟然用“不是我们做不到，而是我们就不做”讲得头头是道，好吧，那其实是个形态和非形态的问题有趣，实名喜欢徐涛老师,2020
67个《》，我已经在坚持了49天。,
42个《》，我已经在坚持了11天。,
【20倒计时340天】1.14今晚加油耳鼻喉over【加油吖】,
这图，是的你的真实写照么？,
我要不以后考去长沙吧，总还能遇到小农再上快本，这样我就可以去看他了,
170个《》，我已经在坚持了27天。,
#2020##浩哥说了，要做计划#2018.01.14距离还有341天@规划冯浩啊呀，如果没记错的话今天就是打卡第八天啦～有点开心，坚持这么多天了我一定可以坚持一年的吧，浩哥也会一直在的对吧？！今天调整了计划以后感觉很好！我这种磨磨蹭蹭的人，时间限制的太死了完成计划真的很难。现在提高了自由度，完成度也高了很多～虽然每天要完成的任务也不是很多，但是是真的专心有效率完成了。有点满意数学今天看了三节课，而且都有听进去，题也做的不错，可以滴。而且没想到初中的时候家里买的ipad居然还能用，看视频好方便。555背还是很难，计划今天130个的，最后只背了80，脑子塞不进去了😭😭，明天100个好了，能背更多再加今天很惨的就是，学校食堂关门了，早上吃不到热乎乎的各种早餐了。今天早上吃的生活区的包子，都没吃饱，早餐吃不饱学习都没动力！以后难道得自己弄早餐午餐晚餐了吗？午饭也得自己弄了，不太喜欢点外卖，今天中午自己煮的面，不过很好吃！推荐一下。今天不满意的就是，晚上刷了牙还跟舍友出去买了奶茶喝，有点后悔，说好2019要减肥的，今天是最后一杯了！！最后分享一下一个老师的朋友圈吧，三岁的孩子都那么努力了，而你又在干嘛？哈哈哈(今天终于可以早上床啦，开心！),"2020,浩哥说了，要做计划"
3，4年前，你们怀揣着梦想，也可能是为了脱离束缚，去了想去的城市读书，选择了一个家人觉得还不错的专业，或者说那是你不经思考就选择的专业，现在的你，整日迷茫，游戏人生，不知以后的路如何走，是就业，还是，或是出国，庸俗的过着每一天，该何去何从，各位晚安。#夏boss的blog#,夏boss的blog
法硕【】Day63明天把物权复盘完！@众合法硕教育,
法硕6.1【】法理学#法硕#@法学理论杜洪波@华图法硕Day6第6章法律要素不知不觉5天的学习过去了，今天匆匆忙忙学习了第六章，不过法律要素内容不少，但学起来感觉还可以继续努力加油,法硕
倒计时207days大朋友也要节日快乐呀！,
法硕【】Day12今日学习：1.民法专题2民事法律关系2.竹马app刷题贪污贿赂罪复盘#学习打卡##法硕##众合法硕#@众合法硕教育,"学习打卡,法硕,众合法硕"
今天我在##学了《》80个，已坚持1361天。下载:,
#碎碎念#纠结充不充会员…毕竟这俩月没有也过来了谁懂啊…今天都没刷真题本来打算六月起每天一套特训谁知道上上课凑凑单背了200多个一天就过去了！建议前几天热搜那个逆袭复试每天背500个的姐来带飞一下不过倒是吃得不错（虽然感觉已经吃腻了食堂）吃得好就容易犯食困今天下午困的不行就趴在桌子上睡脖子和腰都痛丝啦每次路过地铁站都觉得那个锡纸米线很香明天天气要是不错就走去尝尝好了说到天气凌晨雷雨交加那个雷真的震耳欲聋直接把人从睡梦惊醒尝试再次睡着后又打了一个如此往复真服啦,碎碎念
考试、高考、：唉，反正尽力嘛，能多少分是多少分，努力过就好啦。上班：唉，咋办，压力好大，不会真的完蛋吧。,
#高考307分女孩逆袭211#两个都是特别强的宝宝！,高考307分女孩逆袭211
天天师兄今日打卡～还剩复习没做啦～回一趟老家感觉自己都要有高利贷了,
64个《》，我已经在坚持了80天。,
11个《》，我已经在坚持了207天。,
178个《》，我已经在坚持了146天。,
漫无目的的生活比痛苦3倍,
##D219#协和医学院我来了#D175#恶魔倒计时#D1052今日list：大刊牛文预习+上课2.5h口语班2h纠音1h今天大刊牛文还是在讲关于sexeducation的问题，上学期的性健康课简直不要太赞，老师上课教所有男生如何正确使用安全套还专门带了教具.女生们避孕药要少吃，更不要轻易堕胎，对身体的伤害都很大，男孩子们要记得戴上，还要戴好的不然容易破哦今天口语纠音Alex可爱到我了哈哈哈哈.我很怕辣哈哈哈哈哈哈同时希望小白@小白白他爱学习抢到票！！！不然真的我就和食梦者姐姐去公司帮忙了@食梦者H晚安哦[小仙女]（最近开始慢慢恢复学习的状态[小仙女]）@周思成@孔玮Vicky@宋智鸣@腿姐陆寓丰@五点半自然醒同学@周思远Stanleo@球球-老师@一笑而过校园@易哲YZ小恶魔👿冲鸭！L王煜航被抢了RasAlGual的秒拍视频L王煜航被抢了RasAlGual的微博视频,",协和医学院我来了,恶魔倒计时"
"【2020倒计时3⃣2⃣8⃣天】We’regoingwherenoonehasgonebefore.There’snomodeltofollow,nothingtocopy.Thatiswhatmakesthissoexciting。　　我们要去别人从没去过的地方。没有模式可以模仿，没有东西可以复制。这就是魅力所在。　加油，人！(ง•̀_•́)ง一、今日完成1⃣【晨读】恋词unit52⃣【英语】经济学人3⃣【英语】恋词unit6复习整理4⃣【英语】新三lesson2＋lesson《Apumaatlarge》背诵5⃣【高数】多元微分学专题6⃣【晨跑】3.3km二、今日不足1⃣【高数】微分学仍旧未完成😩😩2⃣【材力】拉伸与压缩构件未完成😩😩三、今日分享1⃣每次过年最讨厌的事情就是一堆亲戚坐在一起聊着一年只聊一次的话题🌟小舅今天搬新家，召集亲朋好友聚齐吃了一顿饭🌟特别不明白平时根本不会见一面的远方表姑表舅，一见面就互相聊这聊那、窥探隐私。明明每个人都忙的不可开交，可还是装作一副清闲、无所事事的样子🌟关键还浪费我中午三个小时的时间2⃣最近感觉寒假的自己学习进度好慢🌟不知道是在家的缘故还是自己根本没有集中注意力🌟昨天剩下的【高数】今天竟然还没有完成，虽然今天【英语】多完成了经济学人，可是我的【材力】今天还没看啊🌟明天又得熬夜、早起、中午不午休了😩😩❗❗❗以后一定要减少像今天这样无用的活动，不出门、不串门、不逛街、不聚餐。四、明日任务1⃣【晨读】恋词unit6＋新三lesson1背诵2⃣【高数】微分学总结复习（一定要结束）3⃣【材力】课后题4⃣【晨跑】3.3km5⃣【英语】恋词unit7复习整理＋新三lesson2🍀每日晚上十点听智鸣哥唱歌是我晚上醒神的唯一方法😄😄智鸣哥，你一定一定要唱一次《水星记》，一定一定（@宋智鸣@宋智鸣@宋智鸣）晚安，最近互相都没有联系，偶然会想起你。寒假一起好好学习，互相不要打扰对方。",
课程更新#2020#🌸2020政治🌸#2020政治# 👉🏻有道👈🏻2020备考规划王一珉🌸2020英语🌸#英语#👉🏻韦林朱伟👈🏻题源版恋词7000第三单元5讲👉🏻有道👈🏻十天词汇大挑战晨练05-06十天词汇大挑战夜宵05-06👉🏻文都英语👈🏻谭剑波专项波妈全程陪伴英语二导学何凯文专项刘一男词根词缀突破班0405+现场版讲义👉🏻考虫👈🏻英语一基础翻译02英语二基础翻译02👉🏻老蒋英语二👈🏻英语二词句7000句 04👉🏻商志👈🏻逐词精讲科学技术类1-2👉🏻陈正康👈🏻慕课英语英语一词汇05-06慕课英语英语二词汇05-06🌸2020西综🌸#2020西医综合#👉🏻丁香园👈🏻西医综合病理学更新第七章3讲西医综合内科学精讲更新1讲西医综合生理学更新1讲#西综#🌸2020管综🌸#2020管理类联考#👉🏻鑫全👈🏻管理类联考逻辑精点更新11讲管理类联考数学精点更新11讲👉🏻幂学👈🏻管理类联考导学班逻辑4讲管理类联考导学班英语10讲#每日一善#,"2020,2020政治,英语,2020西医综合,西综,2020管理类联考,每日一善"
78个《》，我已经在坚持了20天。,
33个《》，我已经在坚持了23天。,
50个《》，我已经在坚持了741天。,
95个《》，我已经在坚持了62天。,
200个《》，我已经在坚持了76天。,
天天师兄终于……做完了…英语口语还没练……每天都充实的不像话啊……,
准备,
#深夜聊聊#今日“坦白局”，说出来今年就要尽力去做到哦。,深夜聊聊
一定要过！,
张继科#张继科不止于此#通过筛选审核去年赞助商、视频平台以及其他各个渠道获得入场资格的粉丝，恭喜以下小蝴蝶&小蝌蚪们，获得今年入场资格！图二为工作室补录名单。现入场资格仍有剩余，小室会在1月16日至今所有关于见面会的微博评论里抽取（包含本条），请大家耐心等候通知！注意⚠️：本次活动时间为O1月27日13:30，请大家妥善安排时间！我们会严格检查入场资格，请所有人务必不要相信黄牛，以免造成不必要损失！⚠️如有特殊情况不能准时到场，私下转票无效！可发送邮件至jkzhang0216@163.com说明情况即可。,张继科不止于此
求看到的小伙伴儿捞一下，拜托，真的超级想去了🙏//@ZhangJK0216best:小室，去年因为错过了好多，去年尝试了好多方法仍然没能抽中门票，求小室看看可怜的孩子🙏🙏🙏,
67个《》，我已经在坚持了53天。,
新传想问一下南师大新传专业课推荐报班吗,
##有个小仙女跟大王说她今天拿到了国奖证书但同时三年的恋爱也彻底告吹这就是人生的样子：谁也不会一帆风顺，绿叶的背后是灰色谁也都会有挫败、心碎我们不需要跟自己说：赶紧好起来、忘掉吧为什么要忘掉？那也是那段记忆的一部分带着它上路吧，让它成为你更强韧的铠甲,
##day155今天下午收到了全部礼包开箱全是惊喜了然后下午又去打针记生活大爆炸两集约驾校后天开始练车了希望感冒赶紧好,
225个《》，我已经在坚持了14天。,
12/18开始到今年1/18一直在图书馆准备考试。去年年是个兼职girl，认识的人都很可爱，今年说goodbye有点小不舍。19年的时间留给学习、读书、英文电影，过两天去无印良品选购一个时间轴。之后去旅行✈️。p1图书馆的生活。p2直到感冒才体会到上海冬天的不友好，找出压箱底的帽子和围巾，配齐三件套才敢出门。,
【日常】1.18洞娘和小姐妹们大家好！这里有一、困扰想听听大家的建议麻烦洞娘带图↓关键词:毕业、,
#家的味道#【投票：过年回家，你最怕被问什么？】日前，35岁的董女士因至今单身，担心回家被“围攻”，主动向领导要求春节值班的消息引起网友热议。过年回家，父母亲友“3D立体环绕式关爱”让你感到烦恼吗？你最怕过年被问到哪个问题？快来投票→http://t.cn/Eq1pfvp,家的味道
我参与了@央视新闻发起的投票【过年回家，你最怕被问什么？】，我投给了“准备上哪个大学啊/还是工作？”这个选项。你也快来表态吧~,
248个《》，我已经在坚持了46天。,
今日复习打卡：Day17[小仙女][小仙女]英语口语练习+《人民日报》页面流程图#宝宝的少女心#Ps：昨天复习完懒得打卡了，跑了一天人社局，晚上才有时间看点书,宝宝的少女心
难得现在微博正常上来问问我微博目前经常是白天全天候抽风（刷不出新动态/卡死在更新/热搜也看不了）偶尔（比如现在）会在晚上和早上恢复正常的时候我还挺高兴的觉得这个功能是督促我别玩微博认真学习但是现在考完这么久了还是没有好转的迹象有人知道怎么回事吗已更新最新版，缓存清,
想又怕自己坚持不下去,
52个《》，我已经在坚持了29天。,
我怀疑你这里有毛病......NICONICO要把《凉宫春日的忧郁》永无止境的八月那7话每话循环播放88小时，一共播放616个小时。称其为「长门有希体验的1/9077」,
我的天，我花了整整三天强忍着痛苦，把台词都能背出来了，终于看完了永无止境的八月，除了画面以外，在台词、剧情和顺序上几乎一样的八集！之前看了三集实在忍不了了跳了，这次算是兑现了前的决心了，可是你们有没有想过长门有希整整经历了15532次暑假啊，整个日本动画史也只有京阿尼敢这么干了。,
67个《》，我已经在坚持了34天。,
##2天琢哥讲课真的好帅好温柔啊，最后唱了两首歌，清唱都非常好听，最后作业一定按时完成。今天期末考试的成绩都出来了，我们参加的物理科技创新大赛的获奖证书也到了，指导老师拍照发给我们，明天就是周六啦，打算跟学长一起出去玩，去颐和园，故宫，王府井……好开心@考虫萌酱@王琢Leo,
好好读书不是唯一的出路，努力成就梦想也不是唯一的出路，但却是可以改变自己的现状的好的选择，也是最好的出路！#越努力越优秀#,越努力越优秀
//@交互设计:#交互设计#,交互设计
何凯文五件套##,
40个《》，我已经在坚持了55天。,
22个《》，我已经在坚持了66天。,
又是一年春节套，在这里先给大家拜个早年，祝所有人在2019年万事如意，家人身体健康，事业蒸蒸日上！18年来到斗鱼也算是我自己直播事业的一个转折点，特别特别感谢大家一路对我的支持，发年套肯定不能吝啬哈哈！等上架后准备发不低于2000套的春节套，微博和直播间都送，现在关注、评论、转发此条微博，在春节套上架当天晚上，从本条微博抽出500位幸运观众，每人一套春节套。再抽20位超级幸运观众，每人12套@微博抽奖平台其余的会在直播间以弹幕的形式发出~敬请期待~么么哒,
后就好久没评论宝哥什么动态了，但这个春节套还是要搞一搞，万一中奖了呢,
#胖鱼成长记#有道考神@有道考神培训今天的课好多呀，明天重新复习数学吧。。。,胖鱼成长记
54个《》，我已经在坚持了89天。,
越长大才发现，生活没有对错之分，只有不同选择。没有人规定哪个选择是对的，只是每个人对待生活的态度不同罢了；可能因为害怕失败，我们终究不敢迈出那一步；毕竟，现在的我，也过得不错；但是，如果无法跳出现在还不错的环境，怎么去追求自己想要的生活20政治肖秀荣-押题大神；徐涛-专业讲解；20数学李林-押题大神；20数学张宇高数18讲；20数学汤家凤1000题；20英语何凯文长难句、田静语法、王江涛写作、屠皓民阅读、朱伟恋恋有词；这里有更多选择，总有一款适合你（v：tsxf21）。各位，不畏艰险，奋勇向前！！！,
//@球球-老师:复试闯关必备→ 【转发本博抽1人来个88.88好运爆棚红包】快来哦！,
2020D339最近的打卡恋恋刷到了U4果然万事开头难现在越来越快了嘻嘻高数第一章结束了明天开始刷题哦对预售的辅导讲义发货了期待哈哈哈哈哈接下来就能看基础班的课了不过视频是19的书是20的这咋搞还有句句真研。视频也是之前的应该影响不大吧啊哈？,
今天讲到的原因然后有一二三……个同学说因为我女（男）朋友要考所以我要,
154个《》，我已经在坚持了123天。,
『2016张雪峰老师院校分析讲座完整版（100分钟，从头笑到尾，马了周末慢慢看！）-全球热门搜罗_340的秒拍视频』L全球热门搜罗的秒拍视频,
张雪峰讲100分钟,
67个《》，我已经在坚持了89天。,
测图没有前途了以后还是学好编程还有英语吧（累到全身疼）图就觉得瓶子炒鸡好看早睡晚安,
有道考神【干货|2020备考全程规划】20的胖鱼们，你们开始备考了吗？这份结合日历的全程规划助你一臂之力哦~转需mark~,
//@有道考神楠楠老师:20全程规划，每个阶段如何准备复习，有道考神来帮你,
看看人家都在买资料啥的我买了手账贴纸和泸溪河的肉松小贝绿豆糕,
#琦妈每日一句##决战#刘琦老师真题长难句第22周Day4本周主题【非谓语动词-主语】每周句子从周一到周六难度会递增每个音频最后留了个小问题，大家可评论区回答对句子解析有任何问题也可评论区提问Day4Tofilteroutwhatisuniquefromwhatissharedmightenableustounderstandhowcomplexculturalbehaviouraroseandwhatguidesitinevolutionaryorcognitiveterms.（2012翻译）L刘琦老师的微博视频,"琦妈每日一句,决战"
#琦妈每日一句##英语#打卡Day120本周主题:非谓语——动词语法笔记查看图片,"琦妈每日一句,英语"
倒计时206天，新打卡第12天###潇潇要加油鸭~##每天都要加油鸭!##机会都是留给有准备的人#,",潇潇要加油鸭~,每天都要加油鸭!,机会都是留给有准备的人"
内蒙古大学出内大生物学资料。,
除了没有这么早起过,
谁懂啊每次听Chandelier都感觉自己连清北都能考上#日记#,日记
Day2今天的包产到户部分是背诵难点；另外，半脱产的中英互译均存在问题；在视译时，EC很明显要差于CE…革命尚未成功，同志仍需努力💪#热词背诵##翻硕热词##mti初试##mti#@水清木华翻硕,"热词背诵,翻硕热词,mti初试,mti"
内蒙古大学研究生出内大生物学资料。,
辽师出艺术设计资料,
法硕打卡day121⃣️今天有时长起来走动一下好很多啦今天的马冬梅们2⃣️不删水印了累的时候刷刷到就喜欢截图3⃣️最近只打个底戴眼镜去自习室听课的时候belike4⃣️看不懂了我选择直接背//好喜欢向高甲qwq,
33个《核心》，我已经在坚持了401天。,
天天师兄今天一整天都在和爸妈搞卫生，虽然我只是重在参与，最近两天连续早上6点被冷醒，所以今天晚上好困好累啊，Xmind做到一半，电脑没电了，发现充电线落在老姐家了，窒息……明后天表哥结婚，又不能学习了，我的视频堆堆堆…压力山大啊,
32个《》，我已经在坚持了4天。##,","
周记—17周极光—7天轻课语法—6天(60课程天结束)流利阅读—7天(总计:25天)扇贝—7天(设定100/日)多加两项修身养性计划早晚跑步—5Km/T英语字帖—1Page汉字字帖—1Page专业课:没头绪，因为学法使人秃头，要保养好头发，不要做秃头少年，专业课偏离了最初的设定目标，我把法学想的太简单，然后就容易松懈，这始终是一座大山，跌倒了起来，再次跌倒再次爬起来就好啦，就怕跌倒了跟狗一样怂！时间不多了，珍惜时间，因为再过20天左右就要去学校了，一步一步来，3月底之前结束第一轮基础学习，大的方向不要乱，调整好周计划和日常计划我这个人心神不定，真的是大忌讳无论如何这一年我不会触碰很多未知的东西我也不想扰乱心神只想把梦想放在心底我只会在微博说好多东西因为这里有真正的好朋友可说微信朋友圈企鹅空间无话可说也不想表达习惯了周记生活下周我们一起继续努力,
【你什么都不做，才是真正的来不及】时光，是将你雕刻成了更好的模样，还是蹉跎了岁月与梦想？若是前者，请继续坚持，时间不会辜负你的努力；若是后者，便少眺望少回头，把握现在。别说什么太迟了，这世上多的是大器晚成。种一棵树最好的时间是10年前，而后是现在。晚安！,
考证的小朋友要加油了,
#咕嘎心20记录#Day330此时此刻体会到学困了的感觉快乐的是困了可以睡觉比期末考试那会子好恋词Unit4今天着手复习现汉了状态不错听课很有意思其他的还没有找到很好的方法没关系慢慢来状态比前几天好多了效率还可以往上提今天晚上去给表弟过了生日上午抽血检查明天小年估计晚上要吃年夜饭这几天天天晚上都不能学习了今早第一缕阳光很美小日常卡片也很美明天继续背吧,咕嘎心20记录
83个《》，我已经在坚持了68天。,
21个《》，我已经在坚持了22天。,
